AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Eye Detection
4330.26,3991.79,4263.59,4108.21,4336.92,4633.85,4112.82,4641.03,4222.56,4234.87,4189.74,4303.08,4623.08,4389.74,1
4327.18,3988.72,4264.1,4105.64,4334.87,4633.33,4112.82,4638.46,4211.79,4230.26,4189.74,4306.67,4625.64,4386.67,1
4328.72,3982.05,4264.62,4103.59,4327.69,4624.62,4107.18,4626.15,4207.18,4219.49,4188.21,4303.59,4623.08,4386.15,1
4329.23,3984.62,4264.62,4105.64,4327.69,4621.03,4103.59,4629.74,4214.87,4220.51,4181.54,4298.97,4619.49,4386.15,1
4329.74,3986.67,4267.18,4106.67,4333.33,4625.13,4104.1,4640.51,4223.08,4229.23,4182.56,4302.56,4622.05,4387.18,1
4329.74,3983.08,4267.18,4106.15,4330.77,4624.62,4102.56,4638.46,4220.51,4226.15,4184.1,4302.05,4623.08,4387.69,1
4328.72,3983.59,4264.1,4104.62,4326.15,4618.46,4096.92,4628.72,4206.15,4217.95,4179.49,4294.87,4615.38,4384.1,1
4331.79,3989.74,4265.64,4108.21,4330.77,4616.92,4093.85,4621.54,4200.51,4216.92,4180.51,4297.44,4615.9,4386.67,1
4338.97,3992.82,4268.72,4115.9,4334.36,4617.44,4095.9,4619.49,4206.67,4224.1,4187.18,4304.62,4623.08,4389.74,1
4336.41,3988.72,4266.15,4112.82,4329.74,4616.41,4092.82,4618.97,4208.21,4227.18,4184.62,4302.05,4621.03,4382.05,1
4326.15,3985.13,4262.56,4104.62,4325.64,4616.41,4091.28,4622.05,4207.18,4222.56,4177.44,4294.87,4614.87,4375.9,1
4325.13,3987.69,4263.08,4107.69,4327.69,4616.41,4097.95,4626.67,4207.18,4216.92,4176.41,4292.31,4614.36,4378.46,1
4331.28,3990.77,4264.62,4112.82,4329.23,4614.36,4103.08,4627.18,4201.54,4214.36,4175.9,4293.33,4612.31,4379.49,1
4328.72,3989.23,4264.62,4108.21,4325.64,4616.92,4107.18,4627.69,4202.05,4211.79,4169.74,4293.33,4608.72,4374.87,1
4321.54,3984.1,4263.59,4104.62,4325.13,4624.62,4113.33,4632.31,4212.82,4210.26,4161.54,4293.33,4607.18,4371.79,1
4318.97,3983.59,4262.56,4107.18,4328.21,4622.56,4110.77,4640,4224.1,4222.05,4164.62,4295.38,4608.72,4376.41,1
4323.59,3987.69,4264.1,4107.69,4330.77,4617.44,4104.62,4644.62,4227.18,4233.33,4175.9,4300,4615.38,4385.13,1
4325.13,3985.13,4266.15,4107.69,4331.28,4624.62,4107.69,4637.95,4215.38,4227.69,4178.46,4302.56,4616.92,4381.03,1
4322.05,3978.46,4268.72,4107.69,4331.28,4628.72,4111.28,4626.15,4206.15,4216.41,4169.74,4297.44,4608.72,4371.28,1
4321.54,3980.51,4270.26,4109.74,4332.31,4622.56,4107.69,4623.59,4208.72,4213.33,4165.13,4294.87,4604.1,4375.38,1
4321.03,3987.69,4266.67,4113.85,4335.9,4624.1,4104.62,4623.08,4207.18,4215.9,4171.28,4298.46,4610.26,4382.05,1
4319.49,3988.21,4262.56,4113.33,4339.49,4627.69,4102.56,4624.1,4211.28,4220,4175.38,4300,4617.44,4379.49,1
4316.92,3983.08,4261.54,4107.18,4337.44,4621.03,4099.49,4630.77,4216.92,4224.62,4174.87,4297.95,4617.44,4375.9,1
4314.36,3983.59,4261.03,4105.64,4331.28,4615.38,4096.92,4629.74,4209.74,4220.51,4172.31,4297.44,4614.87,4374.36,1
4312.82,3983.08,4263.08,4105.64,4327.69,4616.41,4095.9,4624.62,4204.62,4212.82,4167.69,4296.41,4612.31,4371.28,1
4316.92,3978.46,4264.1,4103.08,4329.74,4616.41,4097.95,4626.15,4210.77,4212.82,4166.67,4293.33,4608.72,4371.28,1
4320,3980.51,4256.41,4101.03,4330.26,4623.08,4101.54,4632.31,4216.92,4221.54,4170.77,4291.28,4609.74,4372.82,1
4315.38,3984.62,4246.15,4095.9,4330.77,4630.77,4106.67,4638.46,4219.49,4227.69,4172.82,4289.23,4616.41,4373.85,1
4316.92,3981.03,4248.21,4093.85,4334.87,4626.15,4107.69,4640,4223.08,4227.18,4173.33,4289.74,4619.49,4377.44,1
4324.1,3979.49,4257.44,4096.92,4329.74,4615.38,4097.44,4631.79,4218.97,4225.64,4173.85,4291.79,4616.41,4377.44,1
4321.03,3978.46,4254.87,4091.79,4320,4608.21,4086.67,4622.05,4212.31,4221.03,4166.15,4287.69,4610.26,4370.26,1
4309.74,3975.9,4249.23,4087.18,4324.62,4608.21,4086.67,4621.03,4211.28,4221.03,4160.51,4283.08,4605.13,4364.62,1
4306.67,3981.54,4242.05,4090.77,4334.36,4613.85,4092.31,4625.13,4213.33,4225.64,4164.1,4282.56,4606.67,4364.1,1
4305.13,3983.08,4235.9,4088.21,4331.28,4616.92,4091.28,4628.21,4213.85,4225.64,4167.18,4283.08,4611.28,4366.67,1
4301.54,3972.31,4241.54,4083.08,4328.72,4616.92,4090.26,4630.77,4211.28,4223.59,4170.77,4285.64,4611.79,4369.23,1
4307.69,3969.23,4248.72,4088.72,4332.82,4619.49,4094.36,4632.31,4210.77,4223.59,4174.87,4292.31,4608.72,4370.26,1
4315.9,3977.95,4254.36,4092.31,4330.77,4620,4093.85,4629.23,4210.77,4223.59,4173.85,4297.95,4609.74,4376.41,1
4314.87,3981.03,4260.51,4090.77,4329.74,4615.38,4093.33,4631.28,4218.97,4226.67,4177.95,4303.08,4616.92,4382.05,1
4309.74,3978.97,4257.95,4090.77,4331.79,4620.51,4100.51,4644.62,4231.79,4235.9,4187.69,4305.64,4623.08,4376.92,1
4307.18,3981.54,4253.33,4091.79,4331.28,4625.13,4108.72,4651.79,4230.77,4240.51,4187.18,4304.62,4622.56,4372.31,1
4309.23,3984.62,4260.51,4091.79,4330.26,4620,4107.18,4645.64,4225.64,4240.51,4181.54,4302.56,4621.54,4376.92,1
4311.28,3977.95,4264.62,4087.69,4330.77,4618.97,4105.13,4641.54,4220,4234.87,4181.03,4301.54,4621.03,4381.03,1
4312.31,3972.82,4258.46,4085.64,4332.31,4623.59,4108.21,4642.05,4214.87,4227.69,4180.51,4302.05,4620,4381.03,1
4311.79,3976.41,4253.33,4090.26,4333.85,4619.49,4103.59,4635.9,4217.44,4229.74,4178.97,4302.05,4619.49,4375.9,1
4308.21,3979.49,4249.23,4091.28,4334.36,4612.82,4097.95,4628.72,4218.97,4232.31,4176.41,4294.36,4618.97,4370.77,1
4307.69,3978.97,4248.21,4089.23,4335.38,4614.87,4100,4627.18,4207.69,4228.72,4170.26,4286.15,4618.46,4371.28,1
4310.77,3976.92,4250.26,4090.26,4334.36,4616.92,4101.03,4626.67,4195.9,4218.97,4163.59,4288.72,4610.77,4368.72,1
4306.67,3974.87,4246.67,4090.77,4330.26,4613.85,4097.95,4624.62,4198.97,4210.26,4158.46,4288.72,4599.49,4358.46,1
4303.59,3981.03,4246.67,4090.26,4333.85,4612.82,4099.49,4627.18,4208.21,4213.85,4161.54,4289.23,4604.62,4364.62,1
4311.79,3989.23,4254.36,4091.28,4336.92,4618.97,4107.18,4633.33,4214.87,4228.72,4174.87,4295.9,4620.51,4378.97,1
4312.31,3983.08,4261.54,4090.77,4329.74,4623.59,4111.28,4639.49,4218.46,4233.85,4177.95,4298.97,4622.05,4375.9,1
4305.64,3975.38,4263.59,4090.26,4326.15,4621.03,4106.67,4641.03,4217.95,4225.13,4170.26,4295.38,4614.36,4366.67,1
4308.72,3981.03,4262.05,4091.28,4328.21,4617.95,4102.56,4636.41,4214.36,4225.13,4172.82,4293.85,4614.87,4371.79,1
4315.38,3987.69,4262.56,4089.74,4330.26,4618.97,4103.08,4636.41,4218.97,4235.9,4184.1,4298.97,4621.54,4385.64,1
4313.85,3987.69,4265.13,4090.26,4330.77,4621.54,4102.56,4643.59,4226.67,4241.54,4185.64,4305.13,4626.67,4386.15,1
4304.62,3984.62,4258.46,4090.26,4329.23,4621.03,4097.95,4642.56,4222.05,4233.85,4180,4301.03,4622.05,4372.31,1
4298.46,3979.49,4251.28,4084.62,4328.72,4618.97,4096.92,4634.36,4217.44,4227.69,4176.41,4292.31,4611.28,4364.62,1
4294.36,3972.82,4247.69,4080,4330.77,4614.87,4099.49,4629.74,4216.41,4229.23,4172.82,4290.77,4604.62,4359.49,1
4287.69,3970.77,4238.97,4077.44,4327.18,4608.72,4096.92,4625.13,4202.56,4222.56,4169.74,4288.72,4604.62,4354.87,1
4286.67,3969.23,4234.87,4073.85,4320,4604.1,4089.23,4621.54,4191.79,4208.72,4169.23,4285.13,4606.67,4361.54,1
4293.85,3968.21,4244.1,4074.87,4322.56,4606.67,4089.23,4622.56,4203.59,4209.23,4170.26,4288.21,4607.69,4369.23,1
4295.9,3973.33,4251.28,4080.51,4327.18,4611.28,4097.95,4624.62,4209.23,4219.49,4169.23,4288.72,4605.13,4361.54,1
4291.28,3975.9,4247.69,4081.03,4324.62,4611.79,4101.54,4625.64,4202.56,4215.9,4163.08,4285.13,4598.97,4355.9,1
4292.31,3973.33,4245.64,4080.51,4324.62,4614.87,4098.46,4627.18,4210.26,4213.85,4165.13,4287.69,4602.05,4366.67,1
4301.54,3976.92,4251.28,4086.15,4329.23,4617.95,4099.49,4628.72,4222.56,4226.15,4176.41,4294.36,4613.33,4373.33,1
4306.15,3983.59,4256.92,4088.72,4329.23,4616.92,4103.08,4633.33,4220,4233.85,4182.56,4298.46,4620,4371.28,1
4303.59,3983.08,4259.49,4089.74,4327.18,4616.41,4102.05,4634.87,4215.9,4232.31,4182.05,4301.54,4622.05,4373.33,1
4305.64,3985.64,4260.51,4092.31,4328.72,4615.9,4102.56,4630.77,4218.46,4230.77,4183.08,4304.1,4624.1,4377.95,1
4307.18,3986.15,4256.92,4086.15,4329.74,4617.44,4105.13,4631.79,4217.44,4232.82,4184.62,4304.62,4623.59,4375.38,1
4299.49,3979.49,4249.23,4080.51,4328.72,4617.95,4103.59,4637.95,4217.44,4235.38,4183.59,4301.03,4624.1,4371.79,1
4295.9,3977.95,4247.69,4087.69,4326.67,4616.92,4101.03,4632.82,4213.85,4233.33,4180.51,4292.82,4623.59,4369.23,1
4300,3979.49,4250.26,4089.23,4327.69,4615.38,4095.9,4618.46,4199.49,4223.08,4175.9,4286.15,4614.36,4363.08,1
4294.87,3975.9,4247.18,4082.56,4330.77,4615.38,4089.23,4616.92,4200.51,4214.87,4171.28,4286.67,4606.67,4358.97,1
4291.28,3973.85,4246.67,4087.18,4333.85,4613.85,4089.74,4627.18,4211.28,4216.41,4171.79,4288.72,4608.72,4364.1,1
4295.9,3977.44,4251.28,4092.82,4333.33,4612.31,4096.92,4625.13,4202.56,4218.46,4169.23,4286.67,4611.79,4368.21,1
4298.46,3982.05,4249.74,4090.26,4331.79,4611.79,4097.95,4617.44,4194.36,4218.46,4164.62,4283.08,4609.74,4361.54,1
4298.97,3989.74,4246.67,4092.31,4333.33,4610.26,4091.28,4624.1,4206.15,4218.46,4165.64,4277.44,4608.21,4354.36,1
4295.9,3989.23,4250.26,4094.87,4334.87,4614.87,4088.21,4632.31,4214.87,4223.59,4172.82,4274.36,4612.31,4357.95,1
4295.38,3985.64,4252.82,4091.28,4334.87,4618.97,4092.82,4630.26,4214.87,4232.82,4177.95,4284.62,4622.05,4368.21,1
4300.51,3990.77,4251.79,4093.33,4330.26,4609.23,4096.41,4624.1,4210.26,4229.23,4181.54,4298.46,4625.13,4369.23,1
4299.49,3990.26,4255.9,4097.44,4324.62,4601.03,4093.33,4617.44,4197.44,4214.87,4180.51,4297.44,4616.41,4360,1
4294.87,3985.64,4262.05,4096.41,4326.67,4607.18,4089.74,4611.79,4197.44,4213.33,4172.31,4289.23,4612.82,4359.49,1
4297.95,3988.72,4261.54,4094.87,4333.85,4614.87,4092.31,4614.36,4206.15,4218.97,4172.31,4289.23,4615.9,4366.67,1
4301.03,3989.74,4254.87,4093.33,4333.85,4613.85,4094.87,4613.33,4197.95,4216.41,4176.41,4289.74,4615.9,4366.15,1
4297.95,3984.62,4251.79,4092.82,4332.82,4613.33,4094.36,4610.77,4196.41,4214.36,4170.77,4291.79,4615.9,4363.08,1
4302.56,3988.21,4258.97,4099.49,4340.51,4617.95,4099.49,4617.95,4210.26,4223.08,4171.79,4298.97,4621.54,4370.26,1
4309.23,3995.9,4266.15,4105.64,4344.62,4620.51,4101.54,4624.62,4211.79,4230.26,4182.05,4298.97,4625.13,4373.85,1
4304.1,3994.87,4265.13,4102.05,4341.54,4618.97,4094.36,4621.54,4202.05,4224.62,4176.41,4289.74,4620,4363.08,1
4293.33,3986.15,4260,4092.31,4337.44,4617.44,4092.82,4621.03,4201.03,4214.36,4164.62,4287.18,4610.77,4355.38,1
4289.74,3976.92,4258.97,4089.74,4330.26,4615.38,4097.95,4626.15,4211.79,4215.38,4167.69,4294.87,4605.13,4357.44,1
4297.44,3983.59,4262.56,4098.97,4330.77,4614.36,4100.51,4625.13,4223.59,4229.74,4177.44,4300.51,4609.74,4363.08,1
4307.18,4003.08,4269.23,4111.28,4343.59,4622.56,4101.54,4623.59,4225.13,4237.44,4183.08,4298.97,4621.54,4368.21,1
4302.56,4003.08,4268.21,4110.26,4347.18,4631.79,4104.1,4627.18,4220.51,4234.36,4183.08,4293.33,4626.15,4366.67,1
4290.77,3986.67,4260,4097.95,4335.9,4627.18,4103.59,4621.54,4208.21,4229.23,4178.46,4290.26,4617.44,4358.97,1
4291.28,3985.64,4258.97,4097.95,4334.36,4618.97,4101.03,4609.74,4193.85,4223.08,4179.49,4295.38,4616.41,4360.51,1
4298.46,3993.85,4265.13,4107.69,4337.95,4616.41,4098.46,4608.72,4193.85,4219.49,4186.15,4296.92,4624.1,4365.13,1
4292.82,3989.74,4261.03,4105.13,4330.77,4612.82,4096.92,4613.33,4198.97,4215.38,4180,4289.74,4618.97,4353.33,1
4283.59,3983.08,4252.31,4098.46,4328.21,4610.77,4095.9,4613.85,4197.44,4205.64,4163.59,4280,4603.59,4344.1,1
4285.64,3986.15,4256.41,4100.51,4334.36,4615.38,4099.49,4620,4201.03,4201.54,4160.51,4275.9,4598.97,4346.67,1
4288.21,3988.72,4261.03,4100.51,4336.92,4620,4105.13,4628.21,4208.72,4208.21,4168.21,4279.49,4603.08,4346.67,1
4286.15,3991.28,4250.26,4098.46,4334.87,4617.44,4104.62,4623.59,4210.26,4217.95,4174.36,4280.51,4609.74,4346.15,1
4288.72,3997.95,4248.72,4105.13,4338.46,4613.33,4098.46,4617.95,4210.77,4225.13,4176.92,4282.05,4616.41,4351.79,1
4296.92,4001.54,4261.54,4109.74,4341.03,4611.28,4094.36,4620,4210.77,4227.18,4177.44,4284.62,4616.92,4352.82,1
4301.54,4003.59,4265.13,4108.21,4339.49,4611.28,4096.41,4621.54,4206.67,4223.08,4176.41,4287.69,4618.97,4353.33,1
4301.54,4003.59,4264.1,4107.18,4340.51,4615.9,4095.9,4618.97,4201.54,4220.51,4184.1,4294.36,4625.13,4365.64,1
4299.49,3997.95,4264.62,4104.62,4341.03,4617.95,4088.21,4617.95,4203.59,4218.97,4191.28,4298.97,4626.15,4368.21,1
4291.79,3993.33,4254.36,4102.56,4338.97,4616.92,4087.69,4622.56,4211.79,4215.9,4181.03,4288.72,4620,4352.31,1
4286.15,3994.36,4246.15,4104.62,4336.92,4623.59,4100.51,4628.72,4211.79,4215.38,4167.69,4273.33,4608.72,4342.56,1
4285.13,3994.87,4253.85,4105.13,4336.41,4626.67,4106.15,4628.72,4210.77,4217.95,4169.74,4274.36,4601.54,4346.67,1
4285.13,3993.85,4263.08,4105.13,4338.46,4618.97,4101.03,4630.77,4226.15,4226.67,4179.49,4284.1,4609.23,4352.31,1
4288.21,3998.97,4262.05,4107.18,4344.1,4617.44,4100,4637.95,4232.82,4235.9,4185.13,4292.31,4619.49,4353.85,1
4293.33,4000.51,4263.08,4105.64,4345.64,4624.1,4101.54,4633.33,4211.28,4232.31,4185.64,4295.9,4620,4354.87,1
4291.28,3996.41,4263.08,4105.13,4342.05,4625.13,4098.97,4623.59,4200.51,4222.56,4182.56,4292.82,4615.38,4353.85,1
4283.08,3995.38,4255.9,4109.23,4346.15,4626.67,4098.97,4630.77,4217.95,4221.54,4175.9,4283.59,4610.26,4345.13,1
4274.36,3994.87,4244.1,4106.15,4344.62,4632.31,4103.59,4636.41,4221.54,4216.92,4165.13,4269.74,4600.51,4328.21,1
4270.77,3990.77,4236.41,4094.36,4334.87,4626.15,4099.49,4621.54,4201.03,4206.67,4160,4263.59,4594.36,4322.56,1
4276.92,3988.72,4240,4090.26,4332.31,4616.41,4094.87,4615.38,4200,4214.36,4171.28,4273.33,4601.03,4338.46,1
4291.28,3996.92,4254.36,4096.92,4337.95,4617.95,4101.54,4629.23,4219.49,4228.21,4189.23,4291.79,4617.44,4357.95,1
4301.03,4005.13,4266.67,4105.64,4341.03,4622.05,4104.1,4636.41,4224.62,4231.79,4195.38,4298.46,4626.67,4361.54,1
4297.95,4003.59,4262.56,4104.1,4338.97,4618.46,4099.49,4631.79,4219.49,4229.23,4191.79,4293.85,4623.08,4356.92,1
4290.26,3996.41,4252.31,4097.44,4336.92,4615.38,4097.95,4626.67,4215.9,4227.18,4187.18,4286.15,4620.51,4352.31,1
4285.64,3991.79,4246.67,4091.28,4335.38,4618.97,4102.05,4627.18,4215.38,4223.08,4181.54,4277.95,4614.87,4344.1,1
4283.59,3989.23,4240.51,4084.62,4334.87,4624.1,4104.1,4631.28,4217.95,4221.54,4178.97,4273.85,4608.72,4341.54,1
4281.03,3987.69,4232.82,4083.59,4335.38,4624.62,4100,4630.77,4212.31,4223.08,4182.05,4276.92,4614.87,4347.69,1
4279.49,3991.28,4232.82,4087.18,4335.9,4618.97,4097.95,4625.13,4201.54,4221.03,4182.56,4280.51,4619.49,4346.67,1
4280.51,3991.79,4241.03,4085.13,4333.85,4615.38,4096.41,4620.51,4201.03,4217.44,4178.97,4280.51,4613.85,4342.05,1
4286.15,3991.79,4247.69,4083.59,4332.82,4615.38,4091.28,4620.51,4212.31,4217.95,4184.1,4281.54,4614.87,4348.72,1
4290.77,4000.51,4248.72,4092.31,4338.97,4615.38,4090.77,4631.28,4229.23,4230.77,4194.87,4284.1,4624.62,4357.95,1
4288.21,4006.67,4245.13,4091.79,4343.08,4620,4098.46,4641.03,4233.85,4241.54,4197.44,4283.59,4625.64,4350.26,1
4284.1,4001.03,4246.15,4084.1,4339.49,4624.1,4106.15,4636.41,4217.44,4233.33,4192.82,4280.51,4621.54,4338.97,1
4278.97,3995.38,4246.15,4084.1,4334.36,4619.49,4103.59,4624.1,4197.44,4217.44,4185.13,4276.41,4615.9,4334.36,1
4264.1,3985.64,4235.38,4078.46,4326.67,4612.82,4101.03,4621.03,4192.82,4208.21,4175.9,4272.31,4603.59,4327.69,1
4256.41,3975.9,4225.64,4069.74,4326.67,4612.82,4100.51,4618.97,4197.95,4208.72,4171.79,4270.26,4597.95,4327.69,1
4270.26,3985.13,4234.87,4078.46,4336.92,4617.44,4100.51,4616.41,4204.1,4216.41,4177.95,4276.41,4606.67,4340,1
4281.54,3998.97,4250.26,4092.31,4344.1,4621.54,4105.64,4624.1,4212.31,4224.62,4185.64,4284.1,4613.33,4342.56,1
4280,3998.46,4252.31,4092.82,4342.05,4621.54,4109.23,4631.28,4217.95,4225.64,4187.69,4278.46,4612.82,4336.41,1
4280,3997.95,4248.72,4090.26,4341.03,4622.05,4106.15,4627.18,4216.92,4224.62,4183.08,4271.28,4617.44,4341.54,1
4282.56,4002.05,4247.18,4091.28,4341.03,4624.62,4106.15,4630.26,4216.41,4229.23,4182.56,4280.51,4623.08,4349.23,1
4282.05,4003.08,4246.15,4091.79,4340.51,4624.1,4110.77,4636.92,4219.49,4234.87,4191.28,4287.18,4623.59,4348.72,1
4279.49,4001.54,4244.1,4091.79,4341.03,4622.56,4106.15,4632.31,4217.44,4235.38,4191.28,4276.92,4620.51,4340,1
4275.9,3998.46,4245.13,4090.77,4341.54,4622.05,4101.54,4626.67,4208.72,4227.18,4185.64,4270.77,4617.95,4334.87,1
4277.44,3998.46,4247.69,4091.79,4343.08,4618.46,4103.59,4625.64,4208.72,4223.59,4191.28,4277.95,4620.51,4342.56,1
4281.54,4003.59,4248.72,4096.92,4343.59,4615.9,4103.08,4621.03,4212.31,4227.18,4193.85,4284.1,4620.51,4349.74,1
4274.36,3997.44,4247.69,4094.87,4338.46,4618.46,4101.03,4620,4207.69,4225.13,4181.54,4280.51,4613.33,4340.51,1
4269.23,3989.23,4245.64,4088.72,4332.31,4618.46,4105.64,4626.67,4205.64,4218.46,4177.95,4276.41,4610.26,4333.85,1
4278.46,4001.03,4247.18,4089.74,4332.82,4615.38,4106.15,4627.18,4212.31,4220,4187.69,4281.03,4615.9,4342.56,1
4283.08,4010.77,4247.69,4091.79,4336.41,4613.33,4100.51,4625.64,4217.95,4228.21,4191.79,4281.54,4616.92,4340.51,1
4275.38,4002.05,4241.54,4088.72,4335.9,4614.87,4101.03,4630.26,4214.36,4227.69,4187.18,4271.28,4610.77,4330.26,1
4274.87,3997.95,4238.46,4089.74,4335.38,4618.46,4105.64,4634.87,4215.9,4227.18,4188.21,4272.82,4612.31,4335.38,1
4276.41,4002.56,4236.92,4091.79,4334.87,4622.56,4108.21,4634.36,4223.08,4232.31,4191.79,4281.03,4618.46,4339.49,1
4268.21,4002.56,4232.82,4085.13,4336.41,4622.56,4107.18,4629.23,4221.03,4230.77,4189.74,4277.44,4617.95,4331.28,1
4271.28,4005.64,4236.41,4085.64,4343.08,4620.51,4105.64,4626.67,4216.41,4227.18,4190.77,4274.87,4617.44,4333.85,1
4286.67,4015.38,4248.72,4101.03,4348.72,4621.03,4108.21,4630.26,4220,4232.31,4197.95,4281.54,4623.59,4345.64,1
4292.82,4016.92,4251.79,4108.72,4347.69,4619.49,4110.77,4633.85,4219.49,4238.46,4201.03,4286.67,4626.67,4345.13,1
4281.03,4007.69,4249.23,4098.46,4343.08,4617.95,4107.18,4633.33,4217.44,4232.82,4196.41,4281.54,4618.46,4335.9,1
4269.23,3997.95,4245.13,4084.1,4338.97,4619.49,4107.18,4634.87,4224.1,4229.74,4197.44,4273.33,4615.38,4333.85,1
4269.74,3996.92,4238.46,4081.54,4338.97,4622.56,4114.36,4638.46,4230.77,4234.87,4198.46,4272.82,4620.51,4336.92,1
4274.36,4004.1,4236.92,4085.64,4343.59,4627.18,4118.97,4632.82,4224.1,4237.44,4195.38,4274.36,4620.51,4335.9,1
4277.95,4014.36,4243.08,4092.82,4347.69,4630.26,4115.38,4624.62,4214.87,4235.9,4198.97,4274.36,4617.95,4337.44,1
4283.08,4020,4251.79,4101.54,4344.62,4627.18,4107.18,4624.1,4213.33,4231.79,4202.05,4281.54,4620.51,4345.64,1
4285.64,4014.36,4256.92,4101.03,4341.54,4624.1,4106.15,4627.18,4210.26,4227.18,4198.46,4288.72,4622.56,4350.26,1
4282.05,4010.26,4252.82,4094.36,4343.59,4628.21,4113.33,4631.28,4213.33,4231.79,4204.62,4289.74,4625.13,4348.72,1
4283.59,4017.44,4252.31,4097.95,4349.23,4628.21,4114.36,4633.85,4220.51,4242.56,4213.85,4292.82,4628.21,4350.26,1
4292.82,4027.18,4258.97,4109.74,4353.85,4627.69,4106.67,4632.82,4224.1,4242.05,4212.31,4292.82,4627.18,4352.31,1
4287.69,4024.1,4261.03,4109.74,4352.82,4630.77,4107.69,4635.38,4229.74,4237.95,4211.28,4287.69,4625.13,4347.69,1
4275.9,4014.36,4258.46,4103.08,4348.72,4631.79,4117.44,4643.08,4231.79,4240,4211.79,4289.74,4619.49,4343.59,1
4277.95,4014.36,4262.05,4104.1,4348.72,4632.82,4118.97,4643.59,4224.62,4244.62,4211.28,4296.92,4621.03,4348.72,1
4291.28,4022.56,4266.67,4107.18,4350.77,4631.28,4113.33,4640,4223.59,4249.23,4218.97,4297.95,4632.31,4356.41,1
4291.28,4026.15,4266.67,4105.13,4348.21,4628.21,4111.28,4643.08,4232.31,4248.21,4221.03,4297.44,4632.82,4354.36,1
4285.64,4021.03,4264.62,4102.56,4349.23,4628.21,4114.36,4641.03,4229.74,4243.59,4209.74,4296.41,4621.54,4348.72,1
4288.21,4017.95,4264.1,4106.67,4353.33,4632.82,4115.9,4631.79,4222.56,4240,4209.23,4295.38,4620,4349.23,1
4288.21,4020,4265.13,4109.23,4352.31,4634.87,4114.36,4630.26,4225.64,4240.51,4219.49,4294.87,4624.62,4350.26,1
4287.18,4020.51,4264.62,4107.18,4347.18,4629.23,4115.38,4633.33,4220.51,4238.97,4217.95,4295.38,4623.59,4350.77,1
4288.21,4016.92,4263.59,4105.64,4344.62,4619.49,4111.79,4628.72,4208.21,4233.33,4210.77,4295.9,4622.05,4354.87,1
4285.64,4014.87,4264.62,4104.1,4344.1,4614.36,4102.05,4617.95,4201.54,4228.21,4210.26,4293.33,4619.49,4351.79,1
4276.41,4013.33,4262.56,4096.92,4341.54,4617.44,4101.03,4614.36,4199.49,4224.1,4207.69,4287.69,4612.82,4341.54,1
4271.28,4010.26,4254.36,4092.82,4341.54,4624.62,4105.64,4622.05,4207.18,4221.54,4202.05,4283.08,4607.18,4338.46,1
4270.77,4012.31,4248.21,4097.44,4344.1,4625.64,4104.1,4634.36,4220.51,4223.59,4202.56,4283.59,4608.72,4338.97,1
4269.23,4013.33,4249.23,4097.95,4344.62,4621.03,4102.05,4637.44,4221.03,4231.79,4205.13,4284.1,4612.31,4334.87,1
4267.69,4011.79,4248.21,4093.85,4344.1,4620,4103.59,4629.74,4211.79,4233.33,4204.1,4280.51,4610.77,4339.49,1
4271.79,4017.95,4249.74,4098.97,4347.69,4624.1,4107.18,4626.15,4208.21,4228.21,4209.23,4282.05,4617.44,4348.72,1
4281.03,4026.67,4258.97,4107.18,4348.72,4626.67,4112.31,4632.82,4210.77,4232.82,4214.36,4289.23,4626.67,4347.18,1
4284.1,4025.64,4266.15,4108.21,4344.62,4625.13,4112.82,4636.92,4212.31,4235.38,4212.82,4293.33,4621.54,4344.1,1
4280.51,4022.56,4262.56,4108.21,4343.59,4620,4103.59,4628.21,4207.69,4228.72,4212.31,4287.69,4613.85,4343.59,1
