AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Eye Detection
4277.44,4023.08,4255.9,4108.21,4343.08,4613.33,4093.85,4617.44,4207.18,4228.21,4208.72,4278.97,4614.87,4338.97,1
4277.95,4023.59,4256.41,4105.13,4341.03,4610.26,4091.79,4616.41,4209.74,4231.79,4204.1,4280,4612.82,4337.44,1
4281.03,4023.59,4262.56,4106.15,4344.62,4614.36,4098.46,4622.56,4210.77,4228.21,4206.67,4287.69,4609.23,4344.62,1
4284.62,4023.59,4270.26,4108.21,4347.69,4622.56,4107.69,4631.79,4217.95,4227.69,4213.85,4294.87,4612.82,4349.23,1
4281.03,4019.49,4269.74,4108.21,4343.08,4628.21,4112.82,4637.44,4222.05,4231.79,4212.82,4296.92,4613.85,4344.1,1
4274.87,4011.79,4264.62,4107.69,4338.46,4628.72,4114.36,4633.33,4209.74,4225.64,4206.67,4291.28,4608.72,4338.97,1
4271.79,4007.69,4262.56,4101.54,4335.9,4630.26,4116.92,4626.67,4196.41,4215.9,4203.08,4284.62,4601.54,4338.46,1
4268.21,4009.23,4259.49,4097.95,4335.38,4632.31,4115.38,4626.15,4201.54,4217.95,4204.62,4285.64,4600.51,4336.92,1
4265.13,4010.77,4255.9,4102.56,4341.03,4632.31,4110.26,4627.69,4206.15,4224.1,4208.72,4289.23,4610.77,4335.38,1
4270.77,4017.44,4258.97,4106.15,4347.69,4628.72,4109.74,4625.64,4206.15,4224.1,4209.74,4286.15,4617.95,4342.05,1
4282.56,4029.74,4265.13,4109.23,4350.77,4622.56,4109.23,4627.69,4222.05,4236.41,4214.36,4286.15,4620,4351.79,1
4287.69,4034.36,4264.1,4119.49,4356.41,4622.05,4109.74,4638.97,4235.9,4250.77,4221.54,4291.28,4624.1,4351.28,1
4283.08,4028.72,4262.56,4122.05,4357.95,4628.72,4117.44,4642.56,4223.08,4244.1,4225.13,4290.26,4626.15,4347.18,1
4280.51,4026.15,4264.62,4113.33,4350.26,4630.26,4116.92,4628.21,4205.13,4230.77,4221.03,4289.74,4620,4347.69,1
4282.56,4025.64,4263.59,4111.79,4346.15,4626.15,4108.21,4616.41,4206.67,4229.23,4214.87,4293.85,4616.92,4350.77,1
4284.62,4025.64,4263.59,4118.97,4352.31,4629.23,4107.18,4617.44,4206.67,4230.26,4214.87,4293.33,4623.59,4354.36,1
4284.1,4027.69,4264.62,4121.54,4351.28,4634.36,4113.85,4618.97,4200,4224.62,4214.87,4286.67,4621.54,4349.23,1
4281.03,4023.59,4262.05,4116.41,4344.62,4626.67,4114.87,4622.56,4205.13,4217.95,4210.26,4283.59,4607.69,4341.54,1
4283.08,4024.1,4266.15,4115.38,4349.74,4618.46,4109.74,4627.69,4215.38,4222.05,4211.79,4288.72,4607.18,4348.21,1
4289.74,4034.36,4273.33,4121.54,4353.33,4621.03,4108.21,4627.69,4212.82,4229.23,4218.97,4295.9,4620.51,4360,1
4291.28,4034.36,4272.82,4124.62,4347.18,4623.08,4108.72,4624.62,4208.72,4227.18,4221.03,4301.03,4623.08,4360,1
4292.31,4028.21,4274.36,4122.56,4345.64,4621.03,4106.15,4624.1,4212.31,4230.26,4220,4300,4620,4357.95,1
4293.85,4030.77,4278.46,4122.05,4350.77,4622.05,4104.62,4624.62,4212.82,4237.95,4223.59,4299.49,4623.59,4358.97,1
4288.72,4030.26,4273.33,4122.56,4348.21,4624.62,4105.64,4620.51,4203.08,4230.77,4223.08,4299.49,4623.59,4353.85,1
4282.05,4022.56,4261.54,4120,4347.18,4626.67,4105.64,4614.87,4194.87,4219.49,4214.87,4290.26,4616.92,4345.64,1
4282.56,4022.56,4254.36,4117.95,4352.31,4630.26,4105.13,4616.92,4201.03,4222.05,4208.21,4281.54,4612.31,4341.03,1
4286.67,4027.69,4255.9,4116.92,4349.74,4628.21,4107.69,4625.64,4213.85,4228.21,4211.79,4280,4611.79,4342.05,1
4287.69,4027.69,4259.49,4112.82,4345.64,4621.03,4109.23,4627.18,4214.36,4230.77,4218.97,4284.62,4615.38,4347.69,1
4285.13,4025.64,4259.49,4109.74,4346.15,4621.54,4112.31,4625.64,4209.74,4231.79,4221.03,4293.33,4620.51,4352.82,1
4286.15,4027.18,4261.03,4110.77,4348.21,4628.72,4120,4628.21,4214.36,4233.33,4220.51,4297.95,4620,4353.85,1
4290.26,4030.77,4258.46,4111.79,4348.72,4629.74,4117.44,4622.56,4214.87,4235.38,4218.97,4290.26,4620,4349.23,1
4285.64,4028.21,4247.18,4108.72,4350.77,4620.51,4097.95,4608.21,4200.51,4231.28,4211.28,4275.38,4617.44,4342.05,1
4278.97,4024.62,4241.03,4105.13,4352.31,4616.41,4089.23,4605.64,4198.46,4224.1,4206.15,4270.26,4610.77,4340,1
4283.59,4026.67,4247.69,4105.64,4349.74,4617.95,4097.44,4618.97,4215.38,4223.59,4213.85,4279.49,4611.28,4346.67,1
4288.21,4026.15,4249.74,4106.15,4346.15,4615.38,4097.44,4624.1,4216.92,4227.18,4220,4285.64,4617.95,4350.77,1
4283.08,4022.05,4246.15,4104.1,4344.62,4614.36,4093.33,4612.31,4200,4223.59,4211.79,4277.44,4615.38,4345.13,1
4283.59,4024.1,4247.18,4105.64,4345.64,4617.95,4101.03,4606.67,4202.56,4222.05,4209.74,4271.79,4611.28,4342.56,1
4289.74,4026.67,4248.72,4108.21,4345.64,4617.95,4105.13,4612.82,4216.92,4230.77,4217.95,4278.46,4615.9,4345.64,1
4287.69,4023.08,4248.21,4106.15,4349.23,4615.38,4102.05,4614.36,4208.72,4229.74,4221.54,4285.64,4619.49,4351.28,1
4287.69,4024.62,4252.31,4106.15,4351.28,4618.46,4106.15,4614.87,4201.03,4222.56,4224.1,4289.23,4622.56,4357.95,1
4294.36,4025.64,4256.41,4104.62,4347.18,4621.03,4110.77,4626.15,4222.05,4230.77,4229.23,4292.82,4625.13,4360,1
4286.67,4012.82,4250.26,4093.33,4342.56,4617.95,4106.15,4629.23,4231.79,4241.54,4225.64,4287.69,4616.92,4348.72,1
4277.95,4009.23,4245.13,4092.82,4345.13,4616.41,4102.56,4618.46,4212.82,4233.33,4211.28,4275.9,4605.13,4340.51,1
4291.79,4027.69,4249.23,4105.64,4350.26,4617.44,4102.56,4616.41,4204.1,4222.56,4205.64,4274.36,4606.67,4352.31,1
4305.13,4035.9,4250.77,4106.67,4345.13,4620,4103.59,4618.46,4210.77,4223.59,4211.28,4282.05,4613.85,4364.1,1
4308.72,4028.21,4253.33,4098.97,4339.49,4624.1,4108.72,4619.49,4212.31,4229.23,4216.41,4286.15,4620.51,4370.77,1
4324.1,4036.92,4261.03,4104.1,4346.67,4626.15,4112.82,4624.1,4217.95,4233.85,4225.13,4290.77,4633.85,4382.05,1
4335.38,4051.79,4265.64,4112.31,4352.82,4627.69,4111.79,4630.26,4227.69,4233.85,4229.74,4295.9,4638.97,4390.77,1
4330.26,4047.18,4264.62,4110.77,4350.77,4631.79,4110.26,4628.21,4221.03,4228.21,4223.59,4293.33,4630.77,4389.23,1
4328.72,4042.56,4264.1,4108.72,4350.26,4629.74,4108.21,4620.51,4209.74,4223.08,4222.05,4294.36,4628.72,4387.18,1
4332.82,4046.67,4265.13,4111.28,4348.72,4621.03,4105.64,4616.41,4210.77,4227.69,4227.69,4299.49,4632.31,4386.67,1
4326.67,4043.59,4264.1,4109.74,4342.05,4618.46,4104.62,4614.87,4213.85,4234.87,4228.72,4292.31,4632.82,4382.05,1
4317.44,4036.41,4260.51,4104.1,4341.03,4619.49,4105.13,4617.95,4210.77,4233.85,4225.13,4285.13,4634.87,4381.03,1
4317.44,4039.49,4258.97,4105.13,4345.13,4617.95,4104.1,4624.62,4212.31,4229.23,4225.64,4287.18,4634.36,4381.54,1
4322.56,4044.62,4262.56,4110.77,4344.62,4623.08,4103.59,4628.21,4215.38,4229.74,4221.54,4290.26,4626.67,4381.03,1
4324.62,4042.05,4265.64,4110.26,4344.1,4632.31,4110.26,4626.15,4213.85,4228.21,4216.41,4291.79,4622.56,4380.51,1
4323.08,4038.97,4263.08,4105.64,4346.15,4631.28,4113.33,4620.51,4211.28,4221.03,4218.46,4294.87,4624.1,4383.08,1
4318.97,4035.38,4258.46,4101.54,4344.62,4625.64,4107.69,4622.05,4215.9,4224.62,4223.59,4293.85,4624.62,4381.54,1
4316.92,4032.31,4259.49,4101.54,4345.64,4629.74,4104.62,4631.28,4231.79,4240,4225.13,4290.26,4626.67,4380.51,1
4324.62,4041.03,4265.13,4109.23,4350.77,4631.79,4105.64,4633.85,4238.46,4247.69,4228.21,4295.9,4631.28,4389.23,1
4330.26,4047.69,4265.64,4112.82,4349.74,4625.13,4106.15,4626.67,4224.62,4244.62,4232.31,4299.49,4635.38,4394.87,1
4326.67,4045.13,4263.08,4107.69,4344.62,4622.05,4103.59,4619.49,4212.82,4240,4230.77,4295.9,4636.41,4389.74,1
4326.15,4043.59,4267.18,4108.72,4345.13,4626.15,4103.59,4615.38,4211.79,4234.87,4225.13,4292.31,4632.82,4385.13,1
4329.23,4042.56,4269.23,4110.26,4346.15,4631.79,4109.74,4616.41,4213.85,4227.69,4220.51,4288.21,4627.69,4383.59,1
4326.67,4040,4269.23,4110.77,4348.72,4633.33,4116.41,4623.08,4212.31,4225.64,4218.46,4286.67,4623.59,4381.03,1
4326.67,4047.69,4270.77,4114.87,4353.85,4631.79,4113.33,4627.18,4212.82,4228.21,4219.49,4292.31,4622.56,4382.05,1
4331.28,4051.28,4269.23,4114.36,4352.31,4630.77,4105.13,4627.69,4213.33,4226.67,4222.05,4295.38,4622.56,4384.62,1
4328.72,4044.62,4264.1,4109.74,4346.67,4630.77,4105.64,4628.72,4213.85,4222.05,4222.56,4290.77,4622.56,4382.56,1
4325.13,4045.13,4263.59,4111.79,4345.13,4629.23,4109.74,4628.72,4216.92,4225.13,4219.49,4291.28,4623.59,4381.54,1
4329.23,4049.74,4265.64,4117.95,4343.59,4628.72,4106.15,4623.59,4220.51,4233.85,4221.54,4296.41,4628.21,4384.62,1
4331.79,4051.28,4263.08,4117.44,4346.15,4629.23,4100,4622.05,4218.46,4237.44,4229.74,4297.44,4635.9,4391.28,1
4331.79,4053.33,4263.59,4116.92,4349.23,4630.26,4106.67,4627.18,4219.49,4243.59,4236.41,4301.03,4640.51,4394.36,1
4331.28,4051.79,4267.69,4115.38,4344.1,4633.33,4117.95,4630.77,4225.64,4250.26,4233.33,4300,4638.46,4386.67,1
4326.15,4047.69,4265.64,4112.31,4341.03,4633.85,4117.44,4628.72,4220.51,4243.59,4226.15,4293.85,4631.28,4379.49,1
4326.15,4049.74,4266.15,4115.9,4342.56,4633.33,4113.33,4629.23,4215.38,4232.82,4224.62,4295.38,4629.23,4383.59,1
4331.79,4054.36,4271.79,4122.05,4345.64,4634.87,4117.44,4630.26,4224.1,4237.44,4228.72,4299.49,4634.36,4388.72,1
4329.74,4057.44,4271.28,4124.1,4361.03,4641.03,4120,4633.85,4233.33,4246.67,4234.87,4297.95,4639.49,4387.69,1
4327.69,4061.54,4269.74,4124.62,4378.46,4648.21,4121.54,4643.08,4240,4249.74,4237.95,4300.51,4642.05,4391.79,1
4337.44,4064.1,4278.46,4127.18,4369.74,4646.15,4127.18,4648.21,4244.62,4255.9,4241.03,4309.74,4646.15,4402.05,1
4339.49,4059.49,4283.59,4127.18,4351.28,4636.92,4127.69,4639.49,4230.26,4254.87,4241.54,4312.31,4644.62,4401.54,1
4330.26,4051.28,4275.38,4120.51,4346.67,4630.77,4121.54,4626.15,4210.26,4241.54,4233.33,4307.18,4632.82,4387.18,1
4328.21,4050.77,4275.9,4120.51,4348.21,4630.26,4115.9,4623.59,4215.9,4237.44,4229.23,4301.03,4631.79,4382.56,1
4333.33,4055.9,4277.44,4122.56,4352.31,4634.36,4113.85,4627.18,4223.59,4244.62,4234.87,4298.97,4638.97,4389.23,1
4330.77,4053.33,4265.64,4118.97,4358.46,4641.03,4115.9,4628.72,4217.95,4242.56,4236.41,4300.51,4639.49,4390.26,1
4328.72,4051.79,4265.64,4118.46,4357.44,4641.54,4113.33,4630.26,4225.64,4244.62,4236.41,4303.59,4641.54,4391.28,1
4335.9,4058.46,4279.49,4125.64,4350.26,4632.31,4103.08,4634.87,4242.56,4260,4244.1,4307.69,4650.26,4397.95,1
4337.44,4055.38,4281.03,4124.1,4346.67,4627.69,4101.54,4641.03,4239.49,4257.95,4242.56,4306.67,4648.72,4395.38,1
4332.82,4046.15,4274.36,4115.38,4346.67,4630.26,4108.72,4640,4223.59,4243.08,4230.26,4300.51,4636.92,4388.72,1
4331.28,4048.72,4276.41,4116.41,4349.23,4631.79,4112.82,4637.44,4225.13,4241.03,4228.21,4297.44,4633.33,4388.72,1
4328.21,4052.31,4278.97,4122.56,4349.23,4631.79,4115.9,4638.46,4232.82,4243.59,4232.82,4300.51,4635.9,4385.13,1
4324.1,4045.13,4274.36,4122.05,4347.69,4632.31,4114.36,4630.77,4222.56,4238.97,4227.18,4297.95,4631.28,4376.92,1
4322.05,4041.54,4271.79,4115.9,4344.1,4629.23,4108.21,4616.92,4203.59,4229.23,4216.92,4289.74,4620.51,4374.36,1
4321.03,4043.59,4273.85,4114.36,4338.46,4622.56,4107.69,4612.82,4200.51,4221.54,4216.41,4292.31,4616.41,4381.03,1
4324.62,4044.1,4278.97,4121.03,4339.49,4620.51,4108.21,4614.36,4207.18,4222.05,4222.56,4303.08,4624.62,4387.18,1
4326.15,4044.1,4282.56,4123.59,4344.1,4618.97,4103.08,4616.92,4208.21,4231.28,4222.56,4304.1,4626.67,4380,1
4319.49,4040,4276.92,4116.41,4344.62,4616.92,4100,4625.64,4212.82,4233.33,4218.97,4296.92,4618.46,4368.72,1
4316.92,4035.9,4264.1,4109.74,4344.1,4621.03,4105.13,4634.36,4224.1,4230.77,4222.05,4294.36,4617.44,4372.31,1
4321.54,4041.03,4263.59,4114.36,4351.79,4629.74,4109.74,4637.44,4229.74,4240.51,4230.26,4299.49,4627.18,4383.59,1
4321.03,4050.26,4273.33,4120,4352.82,4632.82,4108.21,4634.87,4221.54,4249.74,4233.33,4302.56,4634.87,4382.05,1
4320,4050.77,4271.28,4120.51,4347.69,4626.15,4103.59,4626.15,4208.72,4242.56,4232.31,4299.49,4634.36,4378.46,1
4326.15,4048.21,4264.62,4121.03,4351.79,4622.05,4101.54,4618.97,4208.72,4234.36,4233.33,4298.97,4632.82,4383.59,1
4329.74,4050.26,4267.69,4122.56,4352.82,4621.54,4104.1,4620.51,4220.51,4240.51,4235.9,4303.08,4636.41,4387.18,1
4329.23,4049.74,4270.77,4121.54,4349.74,4621.03,4103.59,4628.72,4231.79,4250.77,4234.87,4303.59,4637.95,4385.13,1
4328.21,4046.67,4267.69,4120,4349.74,4621.03,4103.59,4636.41,4234.87,4251.79,4236.41,4300.51,4634.87,4381.03,1
4324.1,4046.67,4264.1,4122.56,4349.74,4625.64,4109.74,4632.82,4226.15,4248.21,4236.41,4297.95,4630.26,4375.9,1
4314.36,4042.05,4264.62,4118.46,4341.54,4626.15,4112.31,4622.56,4207.18,4237.44,4227.18,4293.33,4624.62,4368.21,1
4308.72,4035.38,4261.54,4111.28,4340,4622.56,4108.72,4626.15,4207.69,4227.69,4218.46,4289.74,4620,4365.13,1
4309.74,4036.41,4252.82,4111.28,4347.69,4626.67,4108.21,4638.46,4224.62,4232.82,4220,4289.74,4621.54,4367.18,1
4308.21,4038.97,4251.79,4114.87,4347.69,4627.69,4107.18,4633.33,4219.49,4235.38,4221.03,4287.18,4618.46,4366.15,1
4307.69,4038.97,4262.05,4117.95,4346.67,4620,4104.62,4619.49,4209.74,4229.74,4217.44,4287.18,4613.85,4367.69,1
4314.36,4042.05,4265.13,4121.03,4353.33,4618.46,4109.23,4622.56,4220,4233.85,4223.08,4293.85,4620,4373.33,1
4320,4046.15,4265.64,4124.1,4359.49,4624.62,4115.38,4631.79,4225.13,4245.13,4229.74,4297.44,4629.74,4378.97,1
4317.95,4049.74,4272.82,4126.15,4361.03,4630.26,4113.33,4629.74,4222.56,4246.15,4228.21,4296.41,4633.33,4382.05,1
4318.46,4051.79,4271.79,4125.13,4363.08,4632.31,4109.74,4627.69,4229.74,4246.15,4226.67,4295.9,4633.33,4381.03,1
4321.03,4050.26,4263.08,4122.56,4362.56,4633.33,4112.31,4630.77,4232.82,4246.15,4227.18,4297.95,4627.69,4375.38,1
4318.46,4047.18,4262.05,4121.54,4360,4633.33,4113.85,4633.85,4232.82,4240.51,4222.56,4300,4621.54,4373.85,1
4315.9,4043.08,4264.62,4122.56,4356.92,4632.82,4110.77,4642.05,4240.51,4242.05,4221.03,4298.46,4622.05,4373.33,1
4315.38,4041.03,4263.59,4123.08,4351.28,4635.38,4108.21,4645.13,4236.92,4242.05,4223.08,4292.31,4621.54,4368.21,1
4312.82,4044.1,4264.1,4122.56,4353.85,4635.38,4111.79,4637.44,4229.23,4241.03,4225.64,4288.21,4624.62,4373.85,1
4314.36,4048.21,4265.64,4121.54,4361.54,4632.31,4117.44,4633.85,4229.23,4250.26,4235.9,4295.9,4637.44,4383.08,1
4322.56,4047.69,4266.15,4120,4360.51,4633.33,4115.38,4630.26,4222.05,4252.31,4241.54,4300.51,4642.56,4378.97,1
4324.1,4048.21,4266.67,4126.15,4358.46,4633.85,4108.72,4624.1,4218.46,4242.56,4230.77,4293.33,4631.79,4374.36,1
4322.56,4052.82,4267.18,4134.87,4360.51,4631.79,4105.13,4628.21,4232.31,4241.03,4227.18,4290.26,4627.18,4378.97,1
4326.15,4051.79,4266.67,4133.33,4357.95,4632.82,4106.67,4638.46,4236.41,4248.21,4232.31,4293.85,4632.82,4381.03,1
4327.69,4043.59,4266.67,4123.08,4354.87,4634.36,4110.26,4634.36,4226.15,4242.56,4228.21,4293.33,4632.82,4380,1
4331.79,4047.18,4275.38,4125.13,4358.97,4628.21,4107.18,4623.08,4220.51,4235.9,4229.23,4296.92,4632.31,4386.67,1
4340.51,4058.97,4282.56,4137.95,4357.95,4625.13,4100.51,4619.49,4216.92,4240,4235.38,4304.1,4636.92,4388.21,1
4335.9,4053.85,4273.33,4136.41,4354.87,4629.74,4103.59,4623.59,4214.87,4241.54,4227.69,4295.38,4633.85,4378.46,1
4317.44,4039.49,4261.03,4125.64,4357.95,4633.33,4111.79,4627.69,4219.49,4234.87,4217.95,4280.51,4622.05,4369.23,1
4311.79,4041.03,4260.51,4128.21,4357.44,4631.28,4110.26,4629.23,4227.69,4234.36,4217.95,4279.49,4618.46,4367.18,1
4323.59,4054.36,4265.64,4138.97,4356.92,4626.67,4104.1,4629.23,4233.33,4249.23,4223.08,4287.69,4626.67,4373.85,1
4328.72,4058.46,4272.31,4141.03,4360.51,4629.23,4107.69,4631.28,4227.69,4252.31,4227.69,4296.92,4629.74,4380,1
4327.69,4053.85,4280.51,4137.95,4361.54,4630.77,4110.77,4629.74,4217.44,4236.41,4228.21,4301.54,4625.13,4381.03,1
4331.79,4054.36,4283.59,4138.97,4358.97,4621.03,4104.1,4623.08,4217.44,4231.79,4229.74,4302.56,4629.74,4384.1,1
4327.69,4051.28,4276.92,4135.9,4354.36,4617.95,4103.59,4621.54,4218.46,4236.92,4230.77,4299.49,4633.85,4378.97,1
4316.92,4039.49,4266.67,4125.13,4350.26,4626.15,4112.82,4626.67,4219.49,4233.33,4221.54,4292.82,4621.54,4363.59,1
4309.74,4029.74,4262.05,4117.44,4345.13,4627.69,4110.26,4629.74,4226.67,4225.64,4209.23,4287.69,4607.69,4354.87,1
4305.64,4030.77,4262.05,4120,4343.59,4625.64,4105.13,4626.67,4223.08,4226.67,4208.21,4284.62,4607.18,4357.44,1
4309.23,4037.44,4267.69,4125.13,4350.26,4628.21,4112.31,4621.03,4214.36,4231.79,4220.51,4291.28,4618.46,4370.26,1
4322.05,4038.97,4276.41,4126.15,4354.36,4623.08,4113.33,4621.03,4221.03,4238.46,4229.74,4305.13,4631.79,4382.05,1
4324.1,4037.95,4276.41,4125.64,4350.26,4613.85,4106.15,4627.18,4224.1,4242.05,4229.74,4304.62,4632.82,4376.92,1
4314.36,4040,4266.15,4125.13,4353.33,4616.92,4107.18,4627.69,4213.33,4237.44,4226.67,4292.82,4625.64,4365.13,1
4312.82,4041.54,4254.87,4122.05,4361.03,4624.1,4113.33,4617.95,4206.15,4231.79,4223.08,4285.64,4623.59,4363.08,1
4313.85,4037.44,4246.67,4116.92,4357.44,4625.13,4110.26,4615.38,4210.77,4225.64,4219.49,4278.97,4621.54,4359.49,1
4307.18,4035.9,4243.59,4115.38,4354.36,4626.67,4106.67,4620,4220,4225.13,4213.85,4269.74,4616.41,4352.31,1
4304.1,4037.44,4245.13,4115.38,4355.9,4630.77,4111.79,4623.08,4229.74,4235.38,4212.82,4271.28,4615.9,4354.87,1
4309.23,4036.41,4247.69,4113.33,4350.77,4630.26,4116.92,4628.72,4232.31,4245.13,4220.51,4281.03,4620.51,4361.54,1
4315.9,4037.44,4255.9,4116.92,4346.15,4624.1,4113.33,4631.28,4227.18,4245.64,4228.72,4288.21,4625.13,4369.23,1
4323.08,4041.03,4265.64,4123.08,4346.15,4615.38,4104.1,4626.67,4229.23,4244.62,4232.82,4293.85,4628.21,4378.46,1
4327.69,4043.59,4265.64,4123.08,4350.26,4615.38,4103.59,4622.56,4227.69,4246.15,4236.92,4298.46,4632.31,4381.03,1
4328.21,4048.72,4263.59,4122.56,4356.41,4622.56,4109.23,4619.49,4215.9,4246.67,4240,4300.51,4636.92,4379.49,1
4329.74,4053.33,4264.1,4125.64,4360,4629.74,4113.85,4617.95,4212.82,4248.21,4236.41,4302.05,4636.92,4378.46,1
4326.15,4049.23,4265.13,4122.05,4356.92,4631.79,4117.44,4623.59,4220.51,4246.15,4232.82,4298.97,4632.82,4374.87,1
4318.46,4040.51,4263.59,4115.9,4355.38,4630.77,4117.95,4625.13,4222.56,4242.05,4231.79,4293.33,4629.74,4370.77,1
4319.49,4039.49,4261.54,4118.97,4355.9,4629.74,4115.38,4616.92,4214.36,4240.51,4231.79,4291.28,4628.72,4369.74,1
4319.49,4041.54,4261.03,4121.54,4352.31,4628.72,4114.87,4616.92,4210.77,4233.85,4227.69,4288.72,4625.64,4367.18,1
4315.38,4041.54,4263.08,4117.95,4353.85,4627.69,4114.87,4626.67,4223.08,4234.36,4226.67,4289.74,4626.15,4366.15,1
4315.38,4041.54,4262.56,4117.95,4357.44,4628.72,4115.9,4633.33,4236.41,4249.23,4235.38,4293.33,4631.79,4368.72,1
4314.87,4037.95,4261.03,4120.51,4353.85,4632.82,4120,4634.87,4228.21,4249.23,4234.36,4290.77,4627.69,4369.23,1
4314.87,4038.46,4261.54,4119.49,4354.36,4635.38,4117.44,4627.69,4215.38,4239.49,4230.26,4286.15,4626.67,4371.28,1
4323.59,4050.77,4265.13,4122.05,4365.64,4632.82,4109.23,4620,4224.62,4252.31,4238.46,4292.31,4641.54,4380,1
4328.21,4055.9,4267.18,4125.64,4370.77,4631.28,4109.23,4625.13,4235.9,4265.64,4246.67,4300,4649.23,4382.05,1
4321.54,4044.1,4264.62,4122.56,4361.54,4633.33,4116.92,4633.33,4230.26,4253.85,4239.49,4294.36,4636.92,4371.28,1
4317.95,4040.51,4264.1,4120,4356.92,4632.31,4118.46,4631.28,4222.05,4241.54,4229.23,4286.67,4625.64,4368.72,1
4320,4042.05,4267.18,4125.13,4358.97,4627.69,4114.36,4625.64,4217.44,4241.03,4227.69,4291.28,4626.67,4373.33,1
4315.38,4033.33,4266.67,4121.54,4352.82,4625.13,4114.36,4623.59,4216.41,4243.08,4226.67,4293.33,4624.62,4365.64,1
4308.72,4027.18,4262.05,4110.77,4345.13,4625.64,4117.95,4623.08,4214.87,4240,4224.1,4285.64,4620,4358.46,1
4310.26,4032.31,4264.1,4115.38,4349.74,4628.21,4119.49,4620.51,4209.23,4232.31,4223.08,4284.62,4619.49,4363.08,1
4313.85,4035.38,4266.15,4120,4357.44,4632.31,4121.03,4620,4207.18,4229.23,4223.59,4288.72,4620.51,4364.1,1
4312.31,4031.28,4260.51,4111.28,4356.92,4632.31,4120,4624.62,4215.9,4232.31,4222.56,4286.15,4620.51,4360.51,1
4313.85,4033.85,4259.49,4111.79,4357.44,4626.67,4116.92,4628.72,4226.15,4238.46,4224.1,4287.69,4624.1,4364.62,1
4320.51,4045.13,4264.1,4125.13,4363.59,4628.21,4116.41,4628.21,4228.21,4248.21,4233.85,4295.9,4633.33,4374.36,1
4322.56,4049.23,4264.62,4127.69,4365.13,4634.87,4121.03,4625.64,4221.54,4250.77,4236.92,4298.97,4638.46,4376.92,1
4320,4042.56,4262.56,4121.54,4359.49,4634.36,4125.13,4622.56,4217.44,4246.15,4230.26,4296.92,4635.38,4371.79,1
4317.95,4038.97,4264.1,4121.54,4359.49,4632.31,4121.03,4621.03,4223.08,4248.21,4226.67,4296.41,4632.82,4370.77,1
4321.54,4043.59,4270.26,4124.1,4365.13,4635.9,4120.51,4626.67,4231.79,4255.38,4233.85,4297.95,4635.38,4374.36,1
4326.15,4044.62,4272.31,4124.1,4366.15,4638.46,4128.21,4634.36,4235.38,4255.38,4240.51,4302.56,4639.49,4377.44,1
4326.15,4045.64,4270.77,4123.08,4366.15,4641.54,4131.79,4636.41,4234.36,4256.41,4242.05,4304.62,4642.56,4378.46,1
4321.54,4049.23,4269.23,4123.59,4368.72,4644.62,4130.77,4632.31,4228.21,4255.38,4238.97,4302.56,4641.03,4375.9,1
4315.38,4042.56,4266.15,4121.54,4365.13,4640.51,4127.69,4625.13,4219.49,4241.03,4231.28,4298.97,4630.26,4368.72,1
4314.36,4035.38,4264.1,4118.97,4354.87,4633.33,4121.54,4621.54,4214.36,4233.33,4228.21,4293.85,4626.67,4368.21,1
4317.44,4037.95,4267.69,4122.05,4351.79,4631.28,4119.49,4623.08,4216.92,4240.51,4228.21,4293.33,4632.82,4373.85,1
4315.9,4034.87,4267.18,4121.54,4352.82,4629.74,4120.51,4620,4212.31,4237.95,4224.1,4290.77,4626.15,4366.67,1
4311.28,4027.69,4260,4118.46,4351.28,4625.13,4112.31,4616.92,4212.31,4230.26,4219.49,4287.18,4615.38,4363.08,1
