AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Eye Detection
4316.41,4035.38,4267.69,4122.05,4353.33,4625.13,4105.64,4621.54,4228.21,4243.59,4225.13,4294.36,4623.08,4374.87,1
4324.62,4044.1,4280.51,4125.64,4354.87,4629.23,4112.82,4628.21,4230.77,4252.31,4229.23,4298.97,4629.23,4376.92,1
4322.56,4037.95,4277.95,4120.51,4349.23,4630.77,4118.97,4631.28,4220,4236.92,4224.1,4291.28,4619.49,4365.64,1
4312.82,4027.18,4266.67,4113.33,4342.05,4629.23,4114.87,4628.21,4219.49,4229.74,4217.44,4288.21,4611.28,4360.51,1
4309.23,4026.15,4263.59,4109.74,4343.59,4627.69,4113.85,4622.05,4221.54,4236.92,4216.92,4291.28,4612.82,4366.67,1
4316.92,4032.82,4268.72,4109.23,4348.72,4629.74,4118.46,4618.97,4216.41,4239.49,4223.59,4290.26,4621.54,4369.74,1
4314.36,4030.26,4267.69,4110.26,4345.13,4631.79,4121.54,4619.49,4215.38,4236.92,4220,4287.18,4618.97,4360,1
4301.54,4021.54,4261.54,4107.18,4341.03,4629.74,4120.51,4623.59,4225.13,4240,4211.28,4283.59,4609.74,4354.36,1
4304.62,4026.67,4262.56,4108.21,4345.64,4629.74,4118.97,4625.13,4234.36,4247.18,4219.49,4286.15,4616.92,4364.62,1
4317.44,4041.03,4269.23,4117.95,4352.82,4630.77,4121.54,4623.08,4229.74,4249.74,4233.33,4297.95,4629.74,4375.38,1
4318.46,4045.64,4268.21,4124.62,4351.79,4626.15,4120.51,4618.46,4218.97,4242.05,4227.18,4296.92,4627.69,4371.79,1
4315.9,4042.56,4264.1,4123.08,4345.13,4618.46,4111.79,4620,4221.54,4237.95,4218.46,4286.67,4621.03,4366.15,1
4320,4042.56,4266.67,4122.56,4346.67,4616.41,4109.23,4619.49,4223.08,4246.67,4225.64,4289.74,4627.18,4369.74,1
4318.46,4042.05,4268.21,4123.08,4350.77,4619.49,4112.82,4607.69,4205.64,4246.15,4231.79,4297.95,4635.9,4372.31,1
4317.44,4040.51,4272.31,4122.56,4348.72,4623.59,4113.85,4604.1,4193.33,4231.28,4226.15,4298.46,4632.82,4371.79,1
4324.1,4043.59,4277.95,4124.1,4347.69,4627.69,4115.38,4611.79,4200.51,4226.67,4216.92,4294.36,4623.59,4371.79,1
4324.1,4044.1,4271.28,4122.56,4349.23,4627.18,4117.95,4613.85,4213.33,4232.82,4213.33,4291.28,4620.51,4369.74,1
4317.44,4040,4262.05,4120,4347.69,4625.64,4118.46,4610.26,4212.31,4230.26,4214.36,4292.31,4621.54,4367.18,1
4321.54,4043.08,4270.77,4121.54,4347.69,4622.05,4112.82,4612.31,4211.79,4229.74,4221.54,4298.46,4626.67,4376.92,1
4332.31,4048.21,4283.59,4123.59,4350.77,4614.87,4105.13,4615.38,4216.92,4240.51,4229.23,4302.05,4635.9,4386.67,1
4326.67,4043.59,4276.41,4123.59,4350.26,4612.82,4101.03,4610.77,4211.79,4243.08,4226.67,4295.9,4639.49,4380,1
4315.38,4038.46,4266.67,4124.1,4350.26,4615.9,4103.08,4606.15,4206.67,4240,4222.05,4292.31,4632.31,4374.87,1
4317.95,4040,4270.26,4123.59,4349.23,4617.95,4105.64,4610.26,4214.36,4243.59,4223.59,4294.87,4627.18,4377.95,1
4320,4038.46,4271.79,4122.05,4345.13,4621.03,4104.1,4613.85,4208.72,4240.51,4225.13,4292.82,4627.69,4373.33,1
4312.82,4033.33,4264.1,4121.03,4343.59,4623.08,4104.1,4605.64,4192.82,4228.21,4216.92,4286.15,4624.62,4363.59,1
4309.74,4031.28,4262.56,4120,4347.18,4621.54,4104.62,4601.03,4202.05,4228.21,4209.23,4286.15,4619.49,4362.05,1
4316.92,4035.38,4272.31,4122.56,4347.18,4617.95,4105.64,4609.74,4216.92,4236.41,4212.31,4293.33,4622.56,4370.26,1
4321.54,4039.49,4278.97,4126.15,4343.59,4614.87,4105.64,4611.79,4210.26,4232.31,4220.51,4295.38,4628.21,4375.38,1
4320.51,4038.97,4277.95,4125.13,4343.59,4612.31,4102.56,4609.23,4206.67,4228.72,4223.08,4296.41,4627.69,4374.87,1
4320.51,4036.92,4276.92,4122.05,4346.67,4613.85,4101.03,4615.38,4213.33,4234.87,4222.05,4299.49,4629.23,4374.87,1
4320.51,4035.9,4275.9,4122.05,4347.18,4615.38,4104.1,4615.38,4210.77,4237.44,4225.64,4300.51,4633.33,4377.95,1
4322.56,4037.44,4271.28,4123.59,4348.72,4617.44,4105.64,4607.18,4207.69,4233.85,4226.15,4297.95,4630.26,4377.44,1
4321.54,4040.51,4266.15,4123.59,4352.31,4624.1,4106.15,4608.21,4209.23,4230.26,4219.49,4292.82,4623.08,4370.77,1
4318.46,4039.49,4266.15,4124.62,4351.28,4624.62,4104.62,4611.79,4204.1,4224.62,4211.28,4288.21,4621.54,4368.21,1
4317.95,4036.92,4266.67,4124.62,4347.69,4617.44,4103.59,4609.74,4207.18,4222.56,4209.74,4287.18,4622.05,4367.69,1
4316.41,4032.31,4265.64,4121.03,4344.1,4620,4107.18,4614.87,4216.41,4227.69,4212.31,4287.69,4618.97,4364.62,1
4315.38,4030.26,4265.13,4120.51,4342.05,4625.64,4109.74,4617.95,4214.36,4232.82,4212.31,4290.26,4615.9,4366.67,1
4315.9,4029.74,4264.62,4121.03,4341.03,4619.49,4106.67,4610.26,4205.64,4231.28,4211.28,4292.82,4616.41,4369.23,1
4313.85,4026.67,4263.59,4115.9,4343.59,4615.9,4105.13,4613.85,4214.87,4228.21,4211.28,4290.26,4617.44,4365.64,1
4310.77,4026.67,4263.59,4115.38,4348.21,4625.13,4110.26,4627.18,4226.67,4236.41,4216.41,4291.28,4622.05,4365.64,1
4314.36,4031.79,4264.62,4117.95,4347.69,4627.69,4108.72,4621.03,4218.97,4242.05,4222.56,4296.41,4629.23,4373.85,1
4317.95,4033.33,4264.62,4114.36,4345.13,4618.97,4100.51,4604.1,4204.1,4234.87,4221.03,4293.85,4627.18,4372.82,1
4312.82,4025.64,4260.51,4109.74,4340.51,4614.36,4102.56,4604.1,4200,4228.72,4212.31,4287.69,4617.95,4364.62,1
4310.77,4021.03,4260.51,4109.23,4336.41,4616.92,4109.23,4611.79,4203.59,4227.69,4206.67,4289.74,4617.44,4365.13,1
4311.28,4019.49,4264.62,4105.64,4335.9,4618.46,4104.62,4613.33,4209.23,4226.15,4208.72,4293.33,4617.44,4368.72,1
4310.26,4020,4264.62,4105.64,4338.46,4615.9,4101.03,4612.31,4212.82,4226.67,4211.28,4289.23,4612.31,4367.69,1
4310.26,4023.59,4261.54,4112.31,4338.46,4617.95,4104.62,4607.69,4206.67,4227.69,4207.69,4284.62,4611.79,4364.1,1
4310.26,4023.08,4262.56,4114.87,4338.97,4623.08,4105.13,4605.13,4203.08,4227.69,4207.18,4285.13,4617.44,4364.62,1
4312.82,4024.62,4265.13,4113.85,4341.03,4621.54,4103.59,4609.74,4205.64,4229.74,4212.82,4288.72,4621.54,4369.74,1
4318.46,4031.79,4265.13,4116.41,4344.1,4615.9,4102.05,4612.31,4206.67,4231.28,4212.82,4290.77,4622.05,4376.92,1
4322.05,4034.87,4265.13,4122.05,4348.72,4618.46,4101.03,4610.26,4208.21,4232.82,4209.23,4289.23,4622.56,4377.44,1
4319.49,4029.23,4263.59,4122.56,4350.77,4627.18,4105.64,4609.74,4206.15,4233.85,4209.23,4287.18,4622.05,4370.77,1
4318.46,4030.77,4263.59,4120.51,4348.72,4629.23,4110.26,4615.38,4211.79,4235.9,4208.21,4285.64,4623.08,4369.23,1
4320,4033.85,4265.13,4120,4347.18,4625.13,4110.77,4624.62,4229.23,4240.51,4213.33,4287.69,4626.15,4375.38,1
4317.44,4028.72,4266.15,4119.49,4346.15,4623.59,4111.79,4629.74,4230.26,4244.1,4218.46,4293.33,4626.15,4374.87,1
4312.82,4027.18,4265.13,4117.95,4344.62,4624.62,4113.85,4628.21,4216.41,4241.54,4213.33,4291.28,4623.08,4368.21,1
4312.31,4029.23,4263.59,4120,4344.1,4625.13,4115.38,4626.67,4218.46,4238.46,4213.33,4287.69,4621.54,4370.77,1
4315.38,4028.21,4269.74,4123.08,4346.15,4626.15,4116.92,4626.15,4228.72,4243.08,4221.03,4294.36,4625.64,4376.92,1
4315.9,4026.15,4274.87,4122.05,4345.64,4625.64,4116.92,4627.18,4227.18,4247.18,4221.03,4300.51,4628.72,4374.36,1
4308.72,4022.05,4268.21,4118.46,4341.03,4620.51,4113.85,4629.74,4227.18,4244.62,4215.38,4295.9,4627.18,4369.74,1
4301.54,4018.97,4262.05,4118.46,4341.03,4621.54,4109.74,4628.72,4227.18,4241.03,4213.33,4291.28,4621.54,4369.74,1
4306.15,4024.62,4265.13,4120.51,4346.15,4628.21,4110.26,4627.18,4225.64,4245.64,4218.46,4291.28,4621.54,4371.28,1
4310.77,4027.18,4267.18,4122.05,4350.26,4628.72,4116.41,4629.74,4230.26,4252.31,4220.51,4291.28,4629.23,4369.74,1
4305.64,4021.54,4264.62,4117.95,4347.18,4624.62,4116.41,4629.74,4227.69,4248.72,4214.36,4292.82,4627.69,4365.64,1
4307.18,4021.03,4264.62,4112.82,4343.59,4623.59,4106.67,4623.59,4220,4238.97,4212.82,4295.9,4624.62,4368.21,1
4313.33,4025.13,4269.23,4114.87,4345.13,4622.56,4105.13,4620.51,4222.05,4237.44,4216.92,4295.9,4626.15,4371.28,1
4312.82,4024.1,4273.33,4118.97,4341.54,4616.92,4110.26,4621.54,4223.08,4240.51,4212.82,4293.85,4621.54,4362.56,1
4313.33,4022.56,4274.87,4118.97,4336.92,4616.92,4112.31,4623.59,4221.03,4238.97,4205.64,4288.21,4617.44,4361.54,1
4319.49,4027.18,4277.95,4120.51,4343.08,4627.18,4116.41,4627.69,4229.74,4241.03,4211.28,4287.69,4625.13,4378.46,1
4322.05,4031.79,4282.56,4124.62,4352.82,4632.82,4121.54,4628.72,4234.87,4250.26,4220.51,4296.92,4633.85,4388.72,1
4320,4028.72,4279.49,4125.64,4352.82,4628.21,4117.44,4622.56,4225.13,4252.82,4222.05,4301.03,4633.85,4378.97,1
4316.92,4026.67,4270.77,4124.1,4350.77,4624.1,4111.28,4611.79,4213.33,4243.08,4214.36,4293.85,4629.74,4369.74,1
4314.36,4028.72,4266.15,4125.13,4355.9,4627.69,4109.74,4606.15,4210.77,4236.41,4206.67,4284.62,4623.08,4371.79,1
4315.9,4028.21,4264.62,4123.59,4358.46,4628.21,4109.74,4610.77,4215.9,4238.97,4205.13,4280.51,4622.05,4373.85,1
4316.41,4023.08,4260.51,4115.9,4349.74,4623.59,4108.21,4617.95,4224.1,4240.51,4208.21,4280.51,4627.18,4370.77,1
4311.79,4018.97,4257.44,4113.85,4343.08,4623.08,4108.72,4621.54,4228.72,4240,4209.23,4280,4623.59,4365.64,1
4310.26,4018.46,4261.03,4121.03,4346.67,4629.74,4113.85,4624.1,4224.1,4240.51,4204.1,4281.03,4611.79,4363.59,1
4320,4026.15,4265.64,4121.54,4349.74,4632.82,4116.92,4623.08,4211.79,4235.38,4198.97,4284.1,4605.13,4369.23,1
4334.36,4040,4271.79,4122.56,4349.23,4631.28,4116.92,4617.95,4207.69,4229.74,4205.13,4288.21,4613.85,4380,1
4343.08,4052.82,4278.46,4133.85,4349.23,4626.67,4115.9,4613.85,4209.74,4229.23,4209.74,4290.26,4620.51,4385.13,1
4344.62,4058.46,4280,4140,4348.21,4619.49,4111.28,4609.23,4205.64,4228.72,4203.08,4290.77,4614.87,4384.1,1
4347.69,4063.08,4279.49,4140,4353.85,4618.97,4106.67,4606.15,4202.56,4227.18,4201.54,4288.72,4613.33,4388.72,1
4353.85,4070.26,4282.05,4140.51,4360,4624.1,4109.74,4608.72,4206.67,4225.13,4206.67,4287.18,4615.9,4392.82,1
4355.9,4073.85,4283.08,4142.56,4354.87,4624.62,4115.38,4611.79,4210.77,4224.1,4203.08,4289.74,4611.28,4394.36,1
4363.08,4075.9,4284.62,4148.72,4352.82,4624.1,4113.33,4610.26,4208.72,4227.18,4200.51,4292.31,4612.82,4401.54,1
4372.82,4082.05,4289.23,4154.87,4360.51,4629.23,4110.77,4609.23,4204.62,4226.67,4208.21,4292.82,4618.97,4407.69,1
4369.23,4083.08,4290.26,4152.31,4359.49,4632.82,4116.41,4614.87,4209.23,4224.62,4209.74,4294.87,4615.38,4402.05,1
4360,4073.33,4286.15,4150.77,4352.82,4632.82,4121.03,4624.1,4218.97,4232.31,4204.62,4298.97,4613.33,4397.95,1
4360.51,4070.77,4290.26,4154.36,4358.97,4634.36,4120.51,4626.15,4220.51,4237.44,4210.26,4304.1,4620,4402.56,1
4358.97,4075.9,4294.87,4153.85,4366.15,4633.85,4117.44,4620,4220,4235.38,4215.38,4306.67,4621.54,4400,1
4349.23,4073.33,4286.67,4152.31,4360.51,4630.26,4113.33,4613.33,4219.49,4232.82,4210.26,4301.54,4615.38,4390.77,1
4341.03,4063.08,4277.95,4152.82,4353.85,4628.72,4110.26,4612.82,4211.79,4229.74,4206.15,4294.36,4611.79,4383.59,1
4334.36,4056.41,4281.03,4147.18,4354.87,4630.26,4113.33,4614.36,4208.21,4231.28,4207.18,4291.28,4608.72,4376.92,1
4331.79,4060,4282.05,4145.13,4356.41,4630.26,4116.92,4610.77,4212.82,4234.36,4202.56,4289.74,4604.62,4372.31,1
4334.36,4060.51,4278.97,4150.26,4362.05,4630.26,4116.92,4604.62,4210.77,4227.69,4201.54,4294.36,4603.59,4372.82,1
4327.69,4044.1,4280.51,4146.15,4362.56,4630.26,4117.95,4608.72,4210.26,4219.49,4206.15,4298.97,4598.46,4368.21,1
4315.38,4030.77,4277.44,4134.36,4350.26,4625.64,4118.46,4618.46,4220,4223.08,4200.51,4292.31,4590.77,4352.82,1
4318.46,4038.46,4275.9,4140,4346.15,4622.05,4113.85,4617.44,4225.13,4228.21,4190.77,4287.18,4591.79,4348.72,1
4326.15,4056.41,4280,4153.33,4353.85,4625.64,4109.74,4611.79,4215.38,4224.62,4191.79,4287.69,4588.72,4361.03,1
4328.21,4068.21,4280.51,4153.33,4355.38,4629.74,4110.77,4611.28,4210.26,4226.15,4194.36,4285.64,4580,4374.36,1
4342.05,4074.36,4284.1,4152.82,4349.23,4627.18,4112.82,4611.28,4214.87,4233.33,4197.44,4290.77,4587.18,4385.13,1
4352.82,4076.41,4292.82,4155.9,4346.15,4623.59,4115.38,4613.85,4216.92,4234.36,4205.64,4300.51,4597.95,4389.23,1
4342.05,4071.28,4293.85,4151.28,4346.15,4625.13,4120,4622.05,4218.46,4229.23,4207.69,4302.05,4593.85,4383.59,1
4329.74,4059.49,4284.62,4140.51,4344.1,4628.21,4117.44,4623.59,4216.92,4227.69,4197.95,4297.44,4585.64,4367.69,1
4321.03,4046.15,4271.79,4135.9,4341.03,4624.62,4107.69,4614.87,4210.77,4219.49,4186.15,4286.15,4574.87,4344.62,1
4309.23,4041.03,4262.56,4137.95,4345.13,4618.97,4100,4605.64,4204.62,4211.28,4182.05,4272.31,4565.13,4332.31,1
4295.38,4038.97,4260.51,4138.97,4350.77,4617.95,4100.51,4597.44,4200,4211.79,4182.56,4269.23,4563.59,4329.23,1
4286.15,4033.85,4262.56,4138.46,4346.15,4620,4103.08,4592.31,4195.38,4210.77,4179.49,4273.33,4562.56,4328.21,1
4286.15,4032.82,4264.1,4137.44,4345.64,4620,4104.62,4600,4203.08,4212.31,4183.08,4277.44,4566.15,4333.85,1
4291.79,4036.92,4265.13,4138.97,4354.87,4623.59,4110.77,4616.41,4223.59,4226.67,4193.85,4283.08,4576.41,4340.51,1
4294.36,4035.38,4266.67,4137.95,4355.9,4630.77,4116.92,4625.64,4229.23,4236.92,4194.87,4286.67,4580,4340.51,1
4290.26,4027.69,4265.13,4134.36,4348.72,4631.79,4115.9,4621.54,4216.92,4230.77,4189.23,4283.08,4574.36,4335.9,1
4281.03,4028.21,4264.62,4135.38,4347.69,4626.67,4114.36,4618.97,4213.85,4225.64,4190.26,4277.44,4572.82,4326.67,1
4266.67,4028.72,4262.56,4134.87,4346.67,4628.21,4114.87,4621.54,4220,4227.18,4186.67,4272.31,4571.28,4315.9,1
4257.44,4011.28,4260,4124.62,4342.56,4635.38,4118.46,4623.08,4222.05,4228.72,4179.49,4273.85,4563.59,4316.92,1
4261.54,3999.49,4260,4116.92,4344.1,4636.92,4122.05,4624.62,4226.15,4229.74,4181.54,4283.59,4561.54,4323.08,1
4272.82,4014.36,4262.56,4124.62,4344.62,4633.33,4118.46,4618.97,4218.46,4223.08,4182.05,4284.1,4562.56,4313.85,1
4276.41,4030.26,4261.54,4133.85,4345.64,4629.23,4106.15,4604.62,4197.44,4211.79,4173.33,4273.33,4554.87,4306.15,1
4272.82,4033.33,4254.87,4133.33,4346.15,4627.69,4103.59,4595.9,4195.9,4205.13,4166.15,4265.64,4542.56,4312.31,1
4276.92,4033.33,4250.26,4134.36,4339.49,4625.13,4111.28,4601.54,4202.56,4200,4162.05,4263.08,4533.85,4315.9,1
4276.92,4028.72,4249.23,4132.31,4332.31,4620.51,4107.69,4605.13,4191.28,4188.21,4153.85,4257.95,4525.64,4305.13,1
4264.62,4024.1,4248.72,4126.15,4335.38,4621.03,4098.97,4601.03,4188.21,4187.18,4150.26,4255.9,4520.51,4298.97,1
4261.54,4025.64,4248.72,4129.23,4341.03,4624.1,4104.1,4603.08,4204.62,4204.1,4160,4263.08,4529.74,4308.72,1
4269.74,4025.13,4249.74,4136.41,4341.54,4621.54,4111.28,4608.72,4211.79,4214.36,4172.82,4268.72,4544.62,4316.41,1
4267.69,4025.13,4254.87,4136.41,4343.59,4620.51,4110.26,4606.67,4207.69,4213.33,4175.9,4270.26,4549.74,4312.82,1
4264.62,4030.26,4262.05,4135.38,4345.13,4627.18,4115.38,4610.26,4216.92,4217.44,4175.38,4273.85,4549.74,4311.28,1
4271.79,4028.21,4266.67,4137.44,4345.13,4635.38,4127.18,4624.62,4227.69,4224.62,4181.03,4279.49,4553.33,4308.72,1
4270.26,4021.54,4264.62,4133.33,4343.08,4637.44,4128.72,4625.13,4222.56,4221.54,4182.05,4281.03,4553.85,4301.54,1
4261.54,4021.03,4261.54,4125.64,4337.44,4634.87,4124.1,4617.44,4217.44,4218.46,4174.87,4281.54,4547.69,4297.95,1
4262.05,4018.46,4264.1,4123.59,4334.36,4633.85,4123.59,4623.08,4217.44,4220.51,4174.87,4277.44,4547.69,4304.62,1
4263.08,4010.26,4264.1,4122.56,4337.95,4632.31,4122.56,4625.13,4210.77,4218.46,4174.36,4270.26,4547.69,4307.69,1
4254.36,4004.62,4256.41,4119.49,4341.54,4624.62,4115.9,4612.31,4197.44,4206.67,4161.54,4266.15,4535.9,4296.41,1
4246.67,4002.05,4247.18,4118.46,4343.59,4623.59,4113.33,4607.18,4195.9,4195.38,4152.31,4263.59,4525.64,4283.08,1
4249.23,4005.64,4245.13,4121.54,4347.69,4630.77,4112.82,4611.28,4203.59,4200.51,4159.49,4265.13,4533.33,4288.21,1
4253.33,4015.9,4252.82,4128.21,4347.69,4630.77,4107.18,4606.67,4205.13,4211.28,4166.67,4267.18,4543.59,4301.03,1
4253.85,4018.46,4258.97,4134.36,4342.56,4626.15,4104.62,4602.05,4204.62,4208.21,4163.59,4268.21,4542.05,4301.03,0
4256.92,4010.77,4261.03,4135.9,4341.54,4627.18,4109.74,4604.1,4204.1,4199.49,4164.62,4271.28,4540,4293.33,0
4259.49,4011.79,4261.03,4134.87,4346.15,4628.72,4114.36,4603.59,4199.49,4203.08,4173.33,4275.38,4543.59,4298.46,0
4257.95,4020.51,4255.9,4136.41,4348.21,4629.74,4114.36,4600,4198.46,4216.41,4177.44,4275.38,4548.21,4307.18,0
4256.41,4021.54,4254.36,4136.41,4345.13,4635.38,4117.44,4606.15,4211.79,4221.03,4174.87,4274.36,4549.74,4306.67,0
4260,4012.82,4255.38,4135.38,4342.05,4636.92,4124.1,4614.36,4215.9,4214.87,4174.36,4272.31,4549.23,4302.56,0
4265.13,4010.77,4255.9,4136.41,4345.13,4632.82,4121.54,4611.28,4207.18,4211.79,4175.38,4274.87,4549.23,4307.18,0
4263.08,4017.95,4258.46,4136.92,4350.26,4631.79,4119.49,4608.72,4208.72,4215.38,4176.92,4280,4551.79,4310.26,0
4255.38,4016.92,4257.95,4136.92,4350.26,4633.85,4121.03,4610.26,4209.23,4218.46,4178.46,4276.41,4556.41,4308.21,0
4254.36,4007.18,4249.74,4136.41,4349.74,4632.31,4114.87,4611.79,4207.69,4218.97,4180,4271.28,4557.95,4308.21,0
4258.46,4005.13,4246.67,4132.82,4353.85,4631.28,4106.67,4614.36,4214.87,4217.95,4181.03,4272.31,4554.87,4303.59,0
4253.33,4007.69,4250.26,4133.33,4355.9,4635.38,4108.72,4609.74,4209.74,4214.87,4176.41,4268.72,4548.72,4298.97,0
4250.26,4006.67,4249.23,4137.44,4350.26,4633.85,4109.23,4602.05,4197.44,4210.26,4169.23,4261.54,4544.1,4298.97,0
4253.85,4003.59,4247.69,4132.82,4346.67,4630.77,4104.62,4606.15,4200,4205.64,4169.23,4264.62,4543.59,4292.82,0
4250.26,4005.64,4248.72,4125.13,4350.77,4634.36,4106.67,4613.85,4206.67,4207.69,4171.28,4272.82,4545.13,4296.92,0
4253.33,4012.31,4254.36,4131.28,4353.85,4634.87,4110.26,4608.72,4203.08,4210.26,4173.85,4273.33,4552.31,4315.9,0
4267.69,4019.49,4263.08,4140.51,4351.79,4630.77,4108.21,4603.08,4204.62,4210.77,4180.51,4270.77,4560,4317.95,0
4267.69,4020.51,4266.15,4138.46,4348.21,4630.26,4105.64,4605.64,4207.69,4214.87,4183.08,4269.74,4557.44,4310.26,0
4258.97,4017.44,4261.54,4135.9,4347.18,4629.23,4102.56,4603.08,4205.13,4216.41,4177.44,4271.79,4550.77,4313.33,0
4261.03,4012.31,4252.82,4137.44,4346.67,4628.72,4103.08,4596.92,4198.97,4209.23,4171.28,4267.18,4546.15,4308.21,0
4260,4007.18,4246.67,4134.36,4345.13,4633.33,4106.67,4597.44,4198.97,4207.18,4168.21,4260,4544.62,4298.97,0
4253.33,4008.21,4247.69,4132.82,4346.15,4634.87,4106.67,4605.64,4213.33,4218.46,4173.33,4263.59,4551.28,4308.72,0
4255.9,4011.28,4250.26,4137.44,4348.72,4630.26,4105.64,4606.67,4214.87,4220.51,4178.97,4268.21,4554.36,4309.74,0
4255.38,4008.72,4247.69,4134.87,4348.72,4628.21,4109.74,4598.97,4198.97,4206.67,4174.36,4265.13,4549.23,4298.97,0
4249.23,4004.1,4245.64,4128.21,4348.21,4629.74,4108.21,4598.97,4201.54,4204.62,4175.38,4264.1,4552.82,4307.18,0
4252.31,4003.59,4244.62,4130.26,4352.31,4630.77,4105.64,4609.74,4217.95,4220.51,4186.15,4271.79,4565.13,4319.49,0
4257.44,4007.69,4245.13,4135.9,4360,4632.82,4110.77,4614.36,4213.85,4226.67,4191.79,4273.85,4566.67,4312.31,0
7222.05,3797.95,1040,3733.85,6040.51,362564,6350.26,5361.54,1357.95,6215.38,3273.33,3091.28,276.41,715897,0
4253.85,4005.13,4246.15,4134.36,4349.74,4630.77,4106.67,4597.44,4195.38,4208.72,4177.44,4261.03,4556.41,4302.56,0
4254.36,4003.08,4246.15,4135.38,4347.69,4627.18,4104.1,4588.72,4188.72,4206.67,4173.33,4260.51,4554.36,4303.59,0
4263.08,4009.74,4251.28,4138.97,4350.26,4625.64,4105.64,4587.18,4191.28,4211.79,4177.44,4269.23,4559.49,4311.28,0
4272.31,4020.51,4257.95,4140.51,4350.26,4627.69,4106.67,4594.36,4203.59,4215.38,4183.59,4275.38,4569.23,4325.13,0
4272.31,4021.54,4260.51,4139.49,4348.72,4629.74,4107.18,4598.46,4202.05,4209.74,4182.56,4274.36,4571.79,4328.21,0
4274.36,4020,4260,4143.08,4351.79,4627.69,4108.72,4598.97,4199.49,4209.23,4179.49,4272.31,4565.13,4323.08,0
4281.54,4022.05,4262.56,4150.77,4352.31,4628.72,4110.26,4600,4203.59,4218.46,4178.97,4271.79,4561.54,4316.41,0
4276.92,4018.46,4266.15,4150.26,4350.77,4630.26,4110.26,4596.92,4198.46,4214.87,4179.49,4270.26,4562.56,4308.72,0
4268.21,4012.82,4258.97,4141.54,4355.38,4624.62,4105.13,4595.38,4197.95,4202.05,4180,4269.74,4562.05,4311.28,0
4266.15,4012.31,4250.77,4135.9,4354.87,4622.05,4101.54,4598.97,4204.1,4203.08,4179.49,4271.28,4561.54,4314.87,0
4264.1,4016.41,4254.87,4141.54,4347.69,4625.13,4101.54,4596.41,4196.41,4211.28,4181.03,4271.28,4564.62,4315.38,0
4266.67,4021.03,4261.03,4149.23,4349.74,4625.13,4101.54,4594.36,4198.97,4216.41,4188.21,4274.87,4572.31,4325.64,0
4272.31,4025.13,4262.56,4143.59,4355.38,4624.62,4103.59,4603.08,4215.9,4219.49,4191.28,4278.97,4576.41,4329.23,0
4273.85,4020,4262.56,4135.38,4352.31,4627.69,4111.28,4610.77,4215.9,4223.59,4190.77,4277.44,4575.9,4321.54,0
4271.79,4012.31,4256.41,4140.51,4347.69,4631.28,4114.87,4608.21,4208.21,4223.08,4186.67,4273.85,4575.9,4316.92,0
4268.21,4009.23,4246.67,4140,4343.59,4629.23,4110.77,4604.1,4208.21,4214.87,4180.51,4267.69,4567.69,4309.74,0
4266.67,4007.18,4244.62,4132.82,4343.08,4624.1,4106.15,4603.59,4206.67,4211.28,4183.59,4266.67,4560,4310.26,0
4272.31,4009.23,4247.69,4135.9,4350.77,4622.56,4105.13,4603.08,4202.05,4216.41,4189.23,4271.28,4566.15,4327.69,0
4276.41,4009.23,4243.08,4133.33,4350.26,4621.54,4101.54,4596.41,4188.72,4209.74,4182.05,4269.23,4570.77,4325.64,0
4266.15,4000.51,4233.85,4120.51,4341.03,4616.41,4096.92,4585.64,4175.38,4192.31,4171.28,4260.51,4554.87,4301.54,0
4255.9,3998.97,4230.77,4118.46,4342.56,4615.9,4098.46,4581.54,4183.08,4191.79,4170.77,4256.92,4546.15,4302.56,0
4262.56,4004.62,4231.28,4118.46,4347.69,4619.49,4100.51,4588.21,4195.38,4202.05,4171.79,4254.36,4555.9,4313.33,0
